No.,Placement ID,X,Y,Angle,Component Name,Place/Adhesive,Mark,Area Bad Mark,Skip,Trial,Layer,Placement Monitor,Machine,Adhe Skip,Adhesive Test,Adhesive Machine
1,BGA1,47.39,11.82,180,BGA48_8000X6000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
2,BGA2,47.52,19.95,180,BGA48_8000X6000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
3,BGA3,123.09,13.86,180,BGA48R08_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
4,BGA4,123.09,27.06,180,BGA48R08_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
5,C1,8.1,178.38,0,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
6,C2,8.35,182.6,0,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
7,C3,10.77,74.1,180,TANTD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
8,C4,8.61,186.56,0,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
9,C5,11.02,80.2,180,TANTD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
10,C6,8.86,190.27,0,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
11,C7,11.27,85.78,180,TANTD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
12,C8,9.11,193.72,0,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
13,C9,11.53,90.86,180,TANTD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
14,C10,9.37,196.92,0,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
15,C11,9.5,200,0,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
16,C12,12,163,45,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
17,C13,13.99,178.38,0,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
18,C14,13.99,182.6,0,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
19,C15,13.99,186.56,0,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
20,C16,13.99,190.27,0,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
21,C17,13.99,193.72,0,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
22,C18,13.99,196.92,0,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
23,C19,13.99,200,0,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
24,C20,20.62,74.1,180,TANTD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
25,C21,20.62,80.2,180,TANTD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
26,C22,20.62,85.78,180,TANTD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
27,C23,20.62,90.86,180,TANTD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
28,C24,19,156,45,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
29,C25,18.16,179.62,90,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
30,C26,18.16,184.76,90,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
31,C27,18.16,189.63,90,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
32,C28,18.16,194.26,90,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
33,C29,18.16,198.75,90,C1210_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
34,C30,24.1,183.87,180,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
35,C31,24.23,187.17,180,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
36,C32,24.48,190.22,180,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
37,C33,24.74,193.01,180,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
38,C34,24.99,195.55,180,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
39,C35,25.37,197.84,180,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
40,C36,25.5,200,180,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
41,C37,27.86,28.02,90,ALCAP_7000X7000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
42,C38,27.86,38.49,90,ALCAP_7000X7000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
43,C39,28.22,73.14,270,TANTD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
44,C40,28.22,82.74,270,TANTD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
45,C41,28.22,91.83,270,TANTD_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
46,C42,29.99,183.87,180,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
47,C43,29.99,187.17,180,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
48,C44,29.99,190.22,180,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
49,C45,29.99,193.01,180,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
50,C46,29.99,195.55,180,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
51,C47,29.99,197.84,180,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
52,C48,29.99,200,180,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
53,C49,32.4,166.78,90,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
54,C50,32.4,167.89,90,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
55,C51,33.7,184.98,270,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
56,C52,33.7,189.86,270,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
57,C53,33.7,194.48,270,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
58,C54,33.7,198.93,270,C1206_800_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
59,C55,36.72,77.3,0,TANTC_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
60,C56,33.06,166.65,90,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
61,C57,33.06,167.89,90,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
62,C58,33.16,169.16,180,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
63,C59,36.98,82.33,0,TANTC_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
64,C60,37.23,86.85,0,TANTC_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
65,C61,37.49,90.86,0,TANTC_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
66,C62,33.84,166.39,90,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
67,C63,33.84,167.89,90,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
68,C64,34.28,169.16,180,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
69,C65,34.88,166.14,90,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
70,C66,34.88,167.89,90,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
71,C67,35.52,169.16,180,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
72,C68,36.18,165.89,90,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
73,C69,36.18,167.89,90,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
74,C70,37.02,169.16,180,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
75,C71,38.58,185.7,0,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
76,C72,38.83,188.69,0,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
77,C73,39.09,191.44,0,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
78,C74,39.34,193.92,0,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
79,C75,37.73,165.63,90,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
80,C76,37.73,167.89,90,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
81,C77,39.59,196.16,0,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
82,C78,39.85,198.14,0,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
83,C79,39.98,200,0,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
84,C80,38.77,169.16,180,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
85,C81,39.53,165.38,90,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
86,C82,39.53,167.89,90,C01005_150_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
87,C83,43.25,185.7,0,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
88,C84,43.25,188.69,0,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
89,C85,43.25,191.44,0,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
90,C86,43.25,193.92,0,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
91,C87,43.25,196.16,0,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
92,C88,43.25,198.14,0,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
93,C89,43.25,200,0,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
94,C90,45.31,77.3,0,TANTC_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
95,C91,45.31,82.33,0,TANTC_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
96,C92,45.31,86.85,0,TANTC_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
97,C93,45.31,90.86,0,TANTC_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
98,C94,46.2,185.77,90,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
99,C95,46.2,189.68,90,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
100,C96,46.2,193.34,90,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
101,C97,46.2,196.74,90,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
102,C98,46.2,199.97,90,C0805_750_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
103,C99,52.43,161.11,0,ALCAP_7000X7000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
104,C100,52.58,153.49,0,ALCAP_7000X7000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
105,C101,52.83,145.87,0,ALCAP_7000X7000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
106,C102,50.59,188.44,180,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
107,C103,50.85,190.98,180,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
108,C104,51.74,76.01,90,TANTC_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
109,C105,51.74,84.34,90,TANTC_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
110,C106,51.74,92.16,90,TANTC_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
111,C107,51.1,193.26,180,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
112,C108,51.35,195.3,180,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
113,C109,51.61,197.07,180,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
114,C110,51.86,198.6,180,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
115,C111,51.99,200,180,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
116,C112,51.81,170.28,270,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
117,C113,51.81,171.78,270,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
118,C114,52.19,173.31,0,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
119,C115,52.59,170.16,270,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
120,C116,52.59,171.78,270,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
121,C117,53.69,173.31,0,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
122,C118,53.51,169.9,270,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
123,C119,53.51,171.78,270,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
124,C120,54.61,188.44,180,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
125,C121,54.61,190.98,180,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
126,C122,54.61,193.26,180,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
127,C123,54.61,195.3,180,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
128,C124,54.61,197.07,180,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
129,C125,54.61,198.6,180,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
130,C126,54.61,200,180,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
131,C127,58.16,28.02,270,ALCAP_7000X7000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
132,C128,58.16,38.49,270,ALCAP_7000X7000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
133,C129,54.68,169.65,270,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
134,C130,54.68,171.78,270,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
135,C131,55.31,173.31,0,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
136,C132,58.39,78.82,180,TANTB_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
137,C133,56.1,169.39,270,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
138,C134,56.1,171.78,270,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
139,C135,58.64,83.35,180,TANTB_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
140,C136,58.9,87.36,180,TANTB_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
141,C137,56.99,188.41,270,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
142,C138,56.99,191.66,270,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
143,C139,56.99,197.4,270,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
144,C140,56.99,200.02,270,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
145,C141,57.02,194.66,270,C0603_700_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
146,C142,59.15,90.86,180,TANTB_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
147,C143,57.19,173.31,0,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
148,C144,62.69,145.87,180,ALCAP_7000X7000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
149,C145,62.94,153.49,180,ALCAP_7000X7000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
150,C146,57.77,169.14,270,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
151,C147,57.77,171.78,270,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
152,C148,63.3,161.11,180,ALCAP_7000X7000_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
153,C149,59.32,173.31,0,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
154,C150,59.7,168.89,270,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
155,C151,59.7,171.78,270,C0201_250_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
156,C152,60.57,190.57,0,C0402_450_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
157,C153,60.83,192.76,0,C0402_450_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
158,C154,61.08,194.69,0,C0402_450_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
159,C155,61.34,196.36,0,C0402_450_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
160,C156,61.59,197.79,0,C0402_450_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
161,C157,61.84,198.95,0,C0402_450_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
162,C158,61.97,200,0,C0402_450_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
163,C159,64.38,78.82,180,TANTB_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
164,C160,64.38,83.35,180,TANTB_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
165,C161,64.38,87.36,180,TANTB_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
166,C162,64.38,90.86,180,TANTB_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
167,C163,63.93,190.57,0,C0402_450_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
168,C164,63.93,192.76,0,C0402_450_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
169,C165,63.93,194.69,0,C0402_450_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
170,C166,63.93,196.36,0,C0402_450_H01,Place,No,No,No,No,Layer 4,Not used,Auto,No,No,Auto
